text,class
ขยะสังคมมากอีแอคอตอันนี้ หยาบคาย ต่ำ น่ารังเกียจ,1
"ทำตัวยังกะเป็นแกนโลก
.
สำคัญ??
.
หึ!
.
.
ต่ำ!!!",1
เข้าใจความรู้สึกคนที่เกลียดศป.เพราะคนในด้อมบางคนก็วันนี้แหละ ต่ำ,1
เห็นการใช้ภาษาที่ไว้ด่าทอคนอื่นของคนนั้นแล้วรู้อะไรเยอะเลย รู้ยันพื้นฐานของอะไรบางอย่าง ต่ำ!!!!!,1
ขอไปขุดกรณีเพลงสถุลแปร๊บบบบ,0
บิ๊กไบค์ที่เร่งเครื่องใส่ตาที่ขับมอไซต์ตอนรถติดซิคแซคโครตลำบากแม่งโครตกากเลย มันไม่ได้ให้มึงดูเท่ขึ้นเลย กลับดูโครตสถุลด้วยซ้ำ...,0
คนดีที่สถุล ช่างย้อนแย้ง twitter.com/ritt41/status/…,0
รุ้สึกเเย่ร่างกายสถุลมาก,0
โดนพื้นฐานแล้วใช้ความเรียบร้อยปกปิดความสถุลเอาไว้,0
มึงแยกให้ออก ร่าน กับ แรด อะ,1
เขาผิดเขาก็กำลังรับผิดรับผลกรรม แต่คนที่เหยียบเขาให้จมนี่ จิตใจแม่งต่ำสัด  #เบนซ์เรซซิ่ง,1
ถ้าวิศวะมีคำนำหน้าชื่อว่า วศ ถาปัตย์นี่ สถ ได้มะ โดนด่าว่าสถุลหลายรอบละ555555555,0
อะไรจะสถุลเกินกูอีกหล่ะคะ.. ตึกสะอาดฝุดๆ pic.twitter.com/dwmc7rreec,0
ชอบคำว่าถ่อย มันดูแบบกากๆสถุลๆแต่ไม่รุนแรง แต่ก็ไม่ได้จะไปใช้กับใครนะ รู้สึกแค่ว่า ถ้าถูกด่าด้วยคำนี้ก็เจ็บปวดประมาณนึง,0
ใครจะเป็นยามรร.นี่เค้าคะดจากอะไร ใครสถุลที่สุดหรอ รองลงมาคงเป็นใครปากเหม็นบุหรี่ที่สุด,1
โห อิเหี้ย(ไม่ใช้ตัวย่อละ) สถุลมาก,1
ลงเฟสอัพเดทชีวิตแฮปปี้มาก รักกันมาก อยากจะประกาศเหลือเกินให้พูดไหมว่าข้างหลังแทบจะแทงกันตาย สถุลยิ่งกว่าอะไร น่ารังเกียจชิบหาย,1
เพิ่งดูคลิปลุงทุบกระจก หัวร้อนมาก แบบอยากเตะลุงมาก นี่ออกทีวีละ จัดเลยย เอาจริง คนแบบนี้น่าด่ามาก กริยาสถุลมาก,1
ฉิบหายล่ะลืมกุญแจรถถถถ,0
เอาแมวไปด้วยคือน่ารักฉิบหาย,0
คิดถึงตอนเรียนจังเว้ย ตอนนั้นดีฉิบหายเมื่อเทียบกับตอนนี้แค่ไม่มีตังค์ใช้แค่นั้นเอง,0
การรู้มากเป็นความฉิบหายของชีวิตที่ต้องอยากเสือกไม่รู้จบ,0
ขอบคุณที่เหลือช่องทางให้ติดต่อคิดถึงคุณฉิบหายเลย,0
เกลียดการเกาหลังล้ะแขนไม่ถึงฉิบหาย.,0
โง่แต่ไม่ร่านเหมือนมึง,1
คนสวยๆเค้าไม่พูดคำควยๆในเฟสหรอกค่ะ มันสถุล! ขอโทษถ้าใครเคยทำแต่พอดีเราเห็นคนมันทำมาแล้วน่าหมั่นไส้!,0
"ช.ก๊ตอแหล ญ.ก๊โคตรตอแหล...มาเอากัน 
ต้องเรียกว่าผีเห็นผีสินะ #ต่ำตม #สถุล
อุ้ย..มือพี่ลั่นไปเอง...โอว โว โอวววว  — รู้สึกชิลล์",1
"นักบอลแม่งสถุลฉิบหาย สมควรแบนไม่ต่ำกว่า 10 นัดไอสัส

tennyson",1
ฉิบหายแล้วมั้ยละมึง ทำตัวชิวจนอ่านหนังสือไม่ทันแล้วเนี่ย สัสเอ้ย ล้องห้ายยยยยยย,0
มือเปื้อนยาเหลืองแล้วหลงถูจมูก ตอนนี้แสบแบบฉิบหายเลยขรับ,0
เห็นหน้าแล้วหน่วงฉิบหาย,0
"บาปกรรม โชคชะตา
มักจะเล่นกับคน2อย่าง
เล่นให้รวย
แล้วก็เล่นให้ซวยฉิบหาย‼ผ่านมาแล้วย่อมรู้ดี",0
"กูอยากแต่งเพลงอีกแล้นน555
ไร้แรงบันดาลใจฉิบหาย",0
เบื่ออ่ะ เบื่อฉิบหายไม่เข้าใจ!!!!!,0
น้ำพริกแมงดาเจ้านี้น่ากลัวสัด น้องมาเป็นหัวเป็นตัวอ่ะ กัว 5555555555 pic.twitter.com/g7xz4kmkkw,0
น้ำพริกแมงดาคือแบบ.... รสชาติอร่อยนะ แต่กลิ่นคือไม่โอ 555555,0
จะกินไข่เจียวกะน้ำพริกแมงดาไงโกดมากอิเวนแก็สหมด,0
ปู กุ้งเผา ไข่แมงดา ไอสัสอยากแดก,0
"น้ำพริกแมงดาสูตรโบราณดั้งเดิม ไม่เพิ่มเติม อร่อยมาก แม่ส่งมาให้ @ bangkok, thailand instagram.com/p/byiwqlgfqqq/",0
ผัดแตงกวากินกับน้ำพริกแมงดาเหมือนเดิม ประหยัดครัชเก็บเงินซื้อมอร์ไซต์ให้แม่ สู้เว้ย^^ pic.twitter.com/swbimwo9vg,0
"แมงดาตัวนึง ฉีกเป็นสองซีก 
แบ่งกันกินกับข้าวที่สามหุงแข็งๆ twitter.com/toyubomm/statu…",0
แฟนเป็นแมงดา คุณเป็นสัตว์ twitter.com/beaustevens2/s…,1
อีฉิบหาย อยู่ไม่ไหว เดี๋ยวมาใหม่,0
ไม่จำเป็นที่จะต้องการความรัก จากควายอย่างมึง ไอ้แมงดา,1
เป็นทั้งแรดที่ง่ายและเป็นปลิงกับแมงดามีใครให้มากกว่านี้มั้ยคะ,1
เพื่อนผมครับคนที่เล่นยงกุกนิสัยดีการคุยอยู่กับการคีพลุคดีบ้างไม่ดีบ้างเพื่อนน้อยแต่นานเงินไม่มีไม่เปย์เพราะเป็นแมงดาเกาะกิน,1
น่าสมเพชอีแมงดาอิดอก,1
"ตอนนี้เพื่อนใหม่อัพเดท 
เพื่อนผช.ตอนมหาลัยแม่งพึ่งได้อ่ะสัส​ เบื่อ​ช.ตอนมัธยม บางคนทำหราไรมั่ง​ แมงดา",1
ไอ้แมงดาเกาะแม่แดกเอ๊ย ไร้ราคา,1
โตจนขนาดนี้ละ อย่ามาเกาะผู้หญิงกินสิครับคุณแมงดา,1
"ประสบการณ์ขึ้นโรงขึ้นศาลของสายเปย์ กับแมงดาตัวผู้ในคราบเครื่องแบบ
pantip.com/topic/37044210",1
เรื่องเหี้ยกูไม่เท่า แต่เรื่องจัญไรกูสู้นะ555555555555,0
ความจัญไรของทวิตคือจะไลค์ไว้ดูคนเดียวแต่เสร่อโชว์หน้าทล.,0
เดือนแห่งความจัญไร ทุกอย่างกูชิบหายหมด แม่ม,0
"สวัสดีวันจันทร์
.
.
.
จัญไร pic.twitter.com/osniffrrpp",0
ดีต่อใจ จัญไรต่อพุง เย่ห์!!!,0
"เป็น ""คนดี"" ให้คนเขา ""เกรงใจ"" 
ดีกว่าเป็น ""คนจัญไร"" ให้ใคร ๆ เขา ""เกรงกลัว""",0
เป็นไอจีสตอรี่ที่ย้อนดูหลายรอบมาก ดูไปละยิ้มไป จัญไรชิบหายคนอะไรก็ไม่รู้ 55555,0
ไอ่ควย นิสัยเดิมไม่เคยเลิกได้จริงๆ จัญไรของแท้,1
ด่ากูว่าเหี้ย สัด จัญไร อิเลว ยังไม่เจ็บเท่าพูดคำนั้น เจ็บใจสะท้าน เจ็บรอนๆ,1
"เป็นคนจัญไร เลยไม่ใส่ใจความรัก 
 #เสี่ยวสัส #โสดแล้วพาล",0
รักการ์ตูนที่สุดเเสนจะจัญไร มอร์ตี้ กับ คุณตานักวิทยาศาสตร์,1
คนแคสโคตรจัญไร เอาหมาไปปล่อยวัด,1
สัสควายเหี้ยยย ยอมความจัญไร!,1
รสชาติจัญไรมาก อหหหหหหหห ตักได้แต่เกลือคือว้อทททท อิด้อนฝรั่งดีๆนี่เอง  pic.twitter.com/wp2bxy0ahv,1
แค่พูดถึงก็กลัวติดเสนียดจัญไร ท่ดๆ,1
เป็นครั้งแรกที่เบื่อทุกอย่าง แบบทุกอย่างจริงๆ คือแม่งไม่มีส้นตีนอะไรดีเลยสักอย่าง,0
ทวิตเป็นส้นตีนไรจ๊าาาา ลำคานนนน,0
วันนี้วันส้นตีนครับ เงินไปวิลัยก็หาย อีสัส,0
อยากนับวันรอ ก็รักอีกวงมากพอๆกัน โมเม้นแบบนี้คือไรอะ ส้นตีนที่สุดในชีวิตติ่ง,0
ที่กูให้ไปนั่นใจไม่ใช่ส้นตีนสวัสดี,0
โทรศัพท์ส้นตีนตกใส่หน้ากูอยู่นั้นแหละ,0
เจาะหูกับกวนส้นตีนคนอื่นเป็นเรื่องที่ผมห้ามตัวเองไม่ได้จริงๆ,0
หมาไม่แดก แต่กูแดก ส้นตีนมาก,0
กูอยากเดินออกมาจากจุดนั้นเลยหว่ะ อีเหี้ยแม่วพูดได้ส้นตีนมาก,1
ควย คนส้นตีนแบบนี้ก็มีด้วย,1
แอปส้นตีน พนง.ตอบเมลบางคนก็ส้นตีน อ่านภาษาไทยไม่แตกฉาน จ้างกูไหมล่ะ ภาษาทางการตอบเมลกูมั่นใจ 100% เลย,1
วันทองยังแค่สองใจ แต่คนจัญไรหลายใจกว่าวันทอง,0
ไม่จัญไรจริง แม่งคิดแบบนี้ไม่ได้นะ ไอ้เหี้ย หัวอุ่นเลย #รีล่า,1
มอบให้แฟนเก่าคะ  ไอ้เลว ชาติหมา ไอ้ระยำ ไอ้คนจัญไร ไอ้ชั่ว ไอ้เลว ไอ้ควาย!!!  #ขอให้มึงต้องตายอย่างหมาเลย  fb.me/38d9qo8ee,1
กวนส้นตีนเก่งนะคะ!,1
คนกระจอกขี้แพ้แล้วพาลการกระทำก็หีๆแบบนี้แหละ ส้นตีน,1
สัสเป็นห่าไรมากปะ จะเอาแต่ได้อยู่ฝ่ายเดียว ส้นตีน,1
ผู้ใหญ่บางคนก็ทำตัวไม่น่าเคารพ ส้นตีนชิบหาย อีห่าาาาาาา,1
พรีเซ้นต์เสร้จหนึ่งงานก็ต้องรีบทำพรีเซ้นต์วิชาอื่นต่อไปเรื่อยๆ วนไปแบบนี้ เฮ้อออ วงจรอุบาทว์,0
"เมื่อไหร่ตรูจะหลุดพ้นจากงานแลป อยากอ่านหนังสือสอบแล้วโว้ย

นอนห้าชั่วโมงทุกวัน ตอนเช้าไม่อาบน้ำ 5555555 อุบาทว์ตัวเอง",0
กลับมาอยู่ในวงจรอุบาทว์อีกละ หลับเเล้วตื่นมาอาบน้ำละนอนต่อ,0
บางครั้งก็อยากเป็นผู้ชาย เหมือนตอนนี้ที่อยากลากสภาพชุดนอนของตัวเองไปอ่างแก้ว แต่จะอุบาทว์เกินไป จะเปลี่ยนชุดก็ขี้เกียจ,0
ด้วยดวงที่น่าจะอุบาทว์ทั้งหมดที่มี เชื่อว่าต้องมีอย่างใดอย่างนึงหมด  //รอไปจ้า,0
รีบโกยออกจากออฟฟิส จนคีบรองเท้าเเตะอุบาทว์ๆออกมาด้วย กูควรกลับไปเปลี่ยนรองเท้าเเล้ววิ่งออกมาใหม่ไหม,0
วงจรอุบาทว์มาก รถติด ต้องออกเช้า ถึงบ้านก็ช้า กว่างานจะเสร็จก็ดึก บางวันต้องนอนก่อนเริ่มงานไม่งั้นไม่ไหว สุดท้ายก็นอนดึกวนไปอีก...,0
เลือกที่ อุบาทว์ชาติแรดจริงๆละ,1
ผ่านไป2วันละ แต่ยังรู้สึกอุบาทว์กับคำชี้แจงเรื่องยกเลิกมีตน้องอยู่เลยอ่ะ โคตรของโคตรของความทุเรศเลยอ่ะ,1
แล้วกูจะอวยจะดีใจอะไรมันก็เรื่องของกูอะ เป็นไรมาเสือก ไปดีใจบนหัวมึงหรออีเวร สันดานและแอทติจูดอุบาทว์มาก เวทนา,1
แก่หัวงูตัญหากลับ สั่งสอนในสิ่งที่ตนทำ อุบาทว์กว่านี้มีอีกมั้ยนะ นี่แหละที่ทำให้เกลียด เหี้ยมาก,1
เศร้าไปก็เปลืองเวลาร่านน 5555,0
ตอแหลไม่พอแถมร่านอีก กุยอมใจ,0
สิ่งที่คาดหวังไม่ใช่กินเหล้า แต่อยากมาได้ผู้ ง่ายๆก็คืออยากแสดงความร่านอ่ะแหล่ะ,0
แต่ติดที่เขาไม่เอากูอะ เลยร่านต่อไป,0
ยังคงไม่มีใครมาหยุดความร่านในตัวกูได้,0
สุดท้ายความร่านของกูก็ทำกูตื่นจากความง่วง,0
โพลเด็กดีนี้ฆ่าคนใจร่านอย่างกูชัดๆอะ นั้นก็ผัว นี้ก็ผู้ นั้นก็ลูก,0
ไม่ค่อยได้ใช้ชีวิตแรดๆร่านๆเลย งานเยอะเกินปรัย,0
กูคงโทษมึงไม่ได้แล้วแหละ คนของกูมันร่านเอง,1
เป็นการเเซะที่ทำให้ขำจริงๆ บนโลกนี้นอกจากจะมีวงจรอุบาทว์เเล้วยังมีทอร์คโชว์ตลกอีกเหรอ น่าสนุกดีนะคะ 5555555555,0
สายตาเพิ่มจากเดิมอุบาทว์สัด  จัลล้องเลยอีเหรี้ย pic.twitter.com/cz4dr8iuok,0
ผู้หญิงบางคนอะ แค่เเรด เเต่กับมึงอะ มันร่าน,1
ที่ซอยไฟไหม้เพราะไฟร่านของมึงรึป่าวอะ,1
ติดจนเป็นเห็บหมาแล้ววววว,0
ต้นคริสมาสมาสไม่ควรมีลูกกลมๆจุดๆแปะไว้อ่ะ ขนลุก เหมือนเห็บเลยฮืออออ จะอ้วกกก แงงงง เกียดดดดด ;------;,0
ชาติหน้าเกิดเป็นเห็บได้ปะ ตายง่ายดี,0
เริ่มไม่แน่ใจละว่ามดกัดหรือเห็บหมากัดกันแน่ เป็นตุ่มสองวันละ,0
"แฮมเตอร์นี่มันก็เหมือนเห็บเหมือนกันเนาะ
อ้วนๆกลมๆดุ้มดิ้มๆ...",0
หาเห็บที่ปลิวเข้ามาในบ้านตอนเที่ยงคืนสิบสี่นาที...,0
อยากนั่งจับเห็บให้หมาที่มอฮือออสงสารน้อง,0
แรดแล้วแรงกูจะไม่ว่า นี่แรดแล้วต่ำกว่าเห็บหมากูสมเพศ,1
ถ้าไม่ติดว่ากูร่านผู้ชาย กูคงได้มีเมียแน่ๆ,0
ร่านมากจ่ายมาก โควทนี้จะใช้ได้ตลอดไป,0
หรือว่าเราจะร่านเกินไป,0
เงินเดือนก็เท่าเห็บภาษีก็ต้องจ่าย กูต้องไปช๊อปช่วยชาติถูกมั้ย555555,1
เกาะน้องเราเป็นเห็บเลยนะ ขยะแขยง,1
ไปมโนที่บนหัวมึงเหรอก็ไม่ไง มึงก็ไม่ได้มโนบนหัวกูด้วยฉะนั้นอย่ามาสาระแนอีเห็บ,1
อารมณ์เสียลูกน้อยไม่ได้กินข้าว ต้องมาอารมณ์เสียกับพวกเห็บอิก,1
ทำงาน10ล้านแผนก แต่เงินเดือนเท่าเศษเห็บหมา อีดอกใช้งานกูเยี่ยงทาส อีหน้าหน่อแตด!!!!!,1
คอสเพลเห็บหมาหรอ อิอ้วนเอ้ยยย 55555555 pic.twitter.com/1bf83xdp4r,1
นิิยายเป็นกล่องก็ยังอ่านไม่หมดเด้อ ปลวกแดกละมั้ง,0
เจ็บใจชิบหาย พนได้หยุดก็มาฉีดปลวก ปวดตัวกูจะนอยว้อยยยย มาฉีดปลวกก็คือมาไล่กูหรอ ฮึกๆๆ,0
น้าบอกคนฉีดปลวกจะมาให้รีบจัดห้อง เพราะห้องนี่รกมาก ก้รีบจัดๆตั้งแต่เช้า (ปกติไม่คิดว่าห้องรกนะ วนเกทละ)สรุปน้าบอกเค้าไม่ฉีดห้องนอนละ wtf!,0
ชีวิตคนอื่นนี้ดีชิพหายวายปลวก ไอ้สัสเอ้ยดูกูนี่ ไม่มีห่าไรเลย,1
เอ้วเกานี่แบบ เป็นติ่งจริงๆอ่ะ แต่เป็นติ่งที่ต้องตัดทิ้ง อิเวง ไม่ไล่ตัวเองออกบ้างวะ สมปลวก,1
"พนักงานบริการเเย่มากกก อยู่กันเป็นกระจุกเหมือนเห็บหมา หน้าตาไม่รับเขก ขี้นินทาอีกตะหากก 
 #eveandboy",1
โถ่อีสัส เก่งจริงๆแหมทำเป็นพูดถ้าไม่ร้ายมาก็ไม่ร้ายกลับ อีดอกกกเอ้ยยยกูอยากรู้จริงๆว่ามึงทำอะไรบ้าง.  อีชะนีหน้าปลวก,1
แต่หน้าแบบนี้ ตัวผู้ก็คงหน้าปลวกไม่ต่างกัน,1
ละแปลก ผชคนไหนที่ชอบติ ชอบทัก ชอบว่า คนนั้นคนนี้ มักหน้าแย่ ปลวกทุกคน จะด่าหน้าเหี้ยยังสงสารเหี้ยเลยอะ เกลียดมาก การบูลลี่ว่าหน้าตาคนอื่น,1
เอาอีปลวกนี่มาเป็น พิธีกร รายการที่ขยะอยู่แล้วคราวนี้กลายเป็นรายการขยะแขยงเลย matichonweekly.com/featured/artic…,1
จุดๆนี้อยากกระทืบคนหน้าปลวกแบบมึงมาก,1
"หากไปสนามหลวง แล้วทุกคนพกถุงขยะไปคนละถุง 
ระหว่างเดินหรือรอคิว ก็เก็บขยะทุกชิ้นที่เจอ
แบบนี้จะถือว่าเป็นไทย ๙.๐ ไปเลย",0
มีบิษัทลูกค้าส่งกระทงมาเป็นกะทงตุ๊กตามีกระโปรงเปนกรวยไอติม คืออะไร จะเอาไปลอยก็ติดตุ๊กตาแม่งขยะชัดๆ จะกินเองก็ผ่านมากี่มือ ยิ่งกว่ากะหรี่อีก,0
กรี๊ด แบงค์พันปลิวไปอยู่ในถุงขยะ เพิ่งเจอเมื่อกี้ ก็ว่าหายไปไหนวะ เมื่อวานยังเห็นอยู่เลย 5555555,0
สูญเสียไปเท่าไหร่กับการลบขยะแคช,0
โอ้ย ใจหายใจคว่ำ เมื่อกี้ก้มเก็บตั๋วรถเมล์ที่พื้นห้อง แล้วทิ้งใส่ถุงขยะเลยเจอ โอยยยยยย,0
โมโหอะอีสัส ปลวกหัวควย รองเท้ากูตั้งแพงอีควายอีห่ารากเอ๊ย,0
ปัญหาน้ำเน่าเสีย หรือบางทีมันอาจจะมาจากปชช.ทิ้งขยะ แต่สองสามมานี้ทำไมสาเหตุมันคล้ายๆกันนั่นก็คือเกิดจากการบริหาร,0
คนหนึ่งอ่ะที่ไม่ชอบ คนที่หัวร้อนมาก่อนแล้วมาลงใส่กู เอ้าอีสัด กูผิดเหรอ กูไปเผาบ้านมึงป่ะ หรือกูเป็นถังขยะมึง ก็ไม่หนิ,1
หลายวันก่อนโดนสลิ่มแซะ การอ่านมติชน ถือเป็นการอ่านหรือไม่ ผมเองก็ใช้เงินซื้ออ่าน ถ้าต้องควักเงินซื้อขยะมาบ้านก็ต้องเห็นใจผมด้วย,1
กูแจ้งตำรวจเองแหละไอ่พวกเหี้ย ไม่มีใครแจ้งกูแจ้งเอง พวกขยะสังคมเอ้ย ไม่ต้องสงสัยหรอกว่าใคร กูไม่เปิดเผยตัวออกสื่อหรอกเดียวกูโดนดักตี,1
เคยรู้สึกผิดกับความตอแหลของมึงบ้างป้ะ เคยรู้ป้ะว่าสิ่งที่ทำมันไม่ดีอะ หน้าไหว้หลังหลอก มันน่ารังเกียจอะ ต่อหน้าพูดดี ลับหลังเอาไปด่า ขยะสัส,1
ขยะแบบขยะอะ คนเขาไม่เข้าใกล้จะบล็อกก็มาด่าเขา อีห่าสมควรโดนละปะ,1
"ข้อสอบห่วย เว็บห่วย = บุคลากรห่วย 
ไงหละ พวกที่ออกข้อสอบให้เด็กทั้งประเทศ
มึงทำได้กันเเค่นี้อ่อวะ ขยะ 
server มึงก็อย่างกะ window xp
กากสัด",1
โอ๊ยรำคาญ ไม่ชอบแช่งใครให้ชีวิตชิบหายนะ แต่กูแช่งพวกมึง ขยะสังคมที่แท้จริงจ้า,1
อยากให้มันหายไปจากโลกนี้นะ บุคคลที่เป็นขยะทางสังคม,1
แบมมีคนรักมากมาย มากพอที่จะมองพวกความคิดน่ารังเกลียดเป็นเพียงเศษขยะที่มาติดใต้รองเท้า รู้ไว้เลยนะว่าพวกแกไม่มีค่าพอให้น้องฉันสนใจ แหวะขยะ,1
หน้าด้านมาร์คหน้า หลังจากไม่ได้ทำมานาน,0
นี่หน้าด้านจริงๆนะเว้ย แต่คือเกลียดคณิต  ทำใจ รู้ว่าต้องเจอ ก็ปลอบตัวเองไปว่าไม่ใช่คณิตแบบฟิสิก มันก็ต้องด้านต่อไปป,0
ถ้าคุณไม่อยากขึ้นก็ช่าง เราหน้าด้านเอาขึ้นคนเดียวนี่แหละ,0
ตายยกครัวซะ พวกขยะสิงคโปร์ ไร้ประโยชน์ต่อประเทศนี้ แช่งแม่ง สัส,1
ก็สนุกดีนะ แต่นี่ก็คิดว่าไม่ค่อยได้ช่วยเพื่อนเยอะ แต่ใช้สกิลความหน้าด้านเยอะพอสมควร,0
อาทิตย์นี้ต้องเรียกว่าอาทิตย์แห่งความหน้าด้าน แบบสอบถามนี่ส่งให้คนอื่นทั่วอะ เพื่อนมัธยมที่ไม่เคยคุยกันเป็นปีกูก็ทักเค้าไป,0
คุณพ่อรู้ดี รู้ทุกเรื่อง แต่ไม่รู้ราคายาง ไอ้หน้าด้าน!! pic.twitter.com/d3acebuhgd,1
"งงคนประเภทนึงมาก ขนาดแม่เราเองยังไม่เอ่ยปากขอมานอนที่คอนโดเลยเพราะนางบอกว่ากลัวรบกวนเราเวลาเคลียน์งานดึก แต่นี่คือขอมานอนเลย ""อีหน้าด้าน""!!!",1
ควย  มึงนามสกุลไรก็ใช้ป้ายนามสกุลมึงสิ  เอานามสกุลพ่อกูไปตั้งชื่อป้ายทำไม  อีเหี้ย อีเมียน้อยหน้าด้าน,1
มาอีกละ ขนาดด่าไปในเฟซยังไม่รู้ตัว หน้าด้านจริงๆคนเรา อีควย,1
ผญแบบนี้น่ารำคาญมากๆ หน้าด้าน หลงตัวเองเกินไปเว่อร์ รำ ตอแหล,1
หน้าด้านเหมือนปูน ถ้าไม่เลิกด้าน กูจะเอาปูนโบกหีโบกควยพวกมึง เอาให้ขมิบไม่ได้เลยควย โบกรูตูดด้วยอีเหี้ย ไม่ต้องขี้ไม่ต้องเยี่ยว หมั่นไส้,1
ยังจะหน้าด้านอยู่ได้ เค้าไม่เห็นค่ามึงแล้ว มึงมันหมดประโยชน์แล้ว,1
บางคนก็หน้าด้านเกิ๊น จับได้คาหนังคาเขายังไม่ยอมรับเลย,1
อีหน้าด้าน...คิดว่ากูโง่นักหรอห้ะะะอีหีควย อีหน้าหี อีสัส อีห่าอีเวรอีเปรต อีชิงหมาเกิดลูกอีห่านี้นิ อย่านะมึง,1
กูจะบ้าตาย หล่อแต่ไม่มีสติ5555555,0
ก็พวกมึงไม่เนียน และไม่มีใครหน้าด้านเท่าไก่อู่ไง ถึงไม่เปลี่ยนตัวสักที pic.twitter.com/ngq4hnmbet,1
กูบ้าไปกินกาแฟทำไม นี่ไง แล้วเป็นไง,0
คิดมาได้ ฝนตกก็โยงการเมือง บ้าจริงๆ,0
มีคนอันฟอลเลยแหะ บ้ามากไปก็งี้,0
โอ๊ยเป็นอะไรที่บ้ามาก บ้ามากๆ,0
.ใครจะบ้าซื้อกระเป๋าที่ราคาแพงกว่าเงินเดือนตัวเองวะ ถ้ามีคือแบบเกินไปอ่ะ เกินไปมากๆ,0
โอโห เงินเข้ากลางเดือน บ้าหรอ =_=,0
หลับหรือซ้อมตายวะ โอ้ยย บ้าจริงง,0
"มึงจะปัญญาอ่อนไปถึงไหนวะ  ไอ้บ้า
ลายนิ้วมือเลือน pic.twitter.com/a8pjzojhqb",1
"อนาคตดับวูบตั้งแต่มึงปฏิวัติแล้ว
ไอ้บ้าอำนาจ twitter.com/stop_dadjarit/…",1
ขนาดสลิ่มที่เปนแค่มนุษย์ลุงแถมจอมแถยังมีเรือดำน้ำ อาวุธบ้าบอตั้ง 7หมื่นล้านเลย ไม่ต้องนับพวกนักการเมืองฉลาดๆหน่อย,1
"โรงบาลเอกชนแม่งตัวสูบเลือดเนื้อดีๆนี่เอง โดนยาพารา แก้ไอ แก้อักเสบ 3 ตัว 1,000 ไอ้บ้ายาเบสิคมากนะ กุจะหายเพราะราคายามึงนี่แหละ",1
อีห่าเป็นกูจ้างสิบล้านละมาเจองี้ก็ไม่ไปอ่ะ อิคนรุมมันเป็นผีบ้าแล้วแบบนี้ โมโหหหห,1
ทุกวันนี้ชุ้นต้องขออนุญาตใครก่อนทวิตมะ เดี๋ยวโดนด่าโดนเหม็นอีก อีบ้า,1
ขอวินิฉัยอาการตัวเองว่า ช่วงนี้ใช้สายตาเยอะมันเลยอักเสบกระเทือนประสาทโดยรอบทำให้อาการไซนัสที่เป็นอยู่แล้ว เป็นมากขึ้น,0
ถ้าไม่เลี้ยงข้าวกูนะ กูจะแดกปลาทองลูกมึงนี่แหละไอ้รูมเมทบ้า!!!,0
"รีรันมาา นี่ก็ดูซ้ำอีกรอบบบ ได้แต่ถามตัวเองงง กูติ่งวงบ้าอะไรวะเนี่ยยย 55555555555+
#wannaonego",0
ถ้าไม่ติดว่าเป็นแฟนเพื่อนจะบล็อคให้หลุดฟอลจริงๆ ปวดประสาท,0
ประสาทจะแดกแล้วเนี่ย ดูเอกเล่นโฮมสวีมโฮมได้แค่ครึ่งนึง กูเกร็งจะตายห่าแล้ว,0
ประสาทจะกินแล้ววโอ้ยมึงร่วมมือกับกุก่อนคอมมม,0
"นี่ต้องทำกับข้าวให้หมากินอีกแล้ว
หมาตัวเองก็ไม่ใช่ แต่มันไม่ได้กินมันก็เห่าหอนร้องทั้งคืนกวนประสาททั้งคืน .",0
ให้ประสาทเสียกับข้างห้องก็พอแล้วมั้ง ห้องข้างบนไม่ต้องเรียกร้องความสนใจขนาดนี้ก็ได้,0
ไม่คิดว่าจะเป็นผู้ใหญ่ที่ไร้สาระได้ขนาดนี้. เมื่อก่อนกุเคยรักเคยแคร์แทบบ้าไปได้ยังไง ก็แค่คนประสาท,1
นอกจากจะให้กูปิดไฟแต่งหน้าแล้ว ยังจะให้กูไม่อาบน้ำไปเรียน ประสาทแดก,1
ชีวิตหวงโสด แต่ก็โพสต์บ่นเหงาเหมือนคนอกหักได้ทุกวัน ประสาทท!,1
กูอยู่ของกูดีๆสัส หน้าหีทำชีวิตกูปั่นป่วนนี้กูยังหนักใจกะบคนๆนึงไม่พอใช่มะ ต้องมาหนักใจกับคนอย่างพวกมึงๆอีกอะ ประสาทจะแตกกกกกตายยยย,1
คิดถึงชุมชนจังเลยนะคะ ชีวิตบันเทิงเหี้ยๆ คนไข้ก็ต้องตรวจ แถมเจอเพื่อนประสาทแดกอีกเวน,1
อิผู้จัดควายยยยยยย อิโง่!!!!!!!!!!!!!!!!!!!!!!!!!!!!! แม่งเอ้ยยยยยยยยยยยยยย มึงเป็นประสาทหรอออออ กูบอกมึงแล้วว่าเดี๋ยวมึงจะต้องเอามาลด สัส,1
อย่ากวนตีน กวนประสาทไม่ชอบ น่ารำคาญ,1
สัส มึงหย่อนถุงอะไรรรรรรร๊ โอ้ย ประสาทแดกกับติ่งประเทศนี้โคตร,1
แฟนคลับบางกลุ่มแบบประสาทอะชอบหาเรื่องหัวร้อน ว่างๆค้นชื่อเมนตัวเองหาดูว่าใครพูดถึงว่ายังไงบัาง เป็นบ้าหรอ,1
กูต้องมานั่งอธิบาย ควยไรกับคำดูหมิ่น แหล่ะ หัวควยกระดอรีบ อะไรแบบนี้ มึงประสาทหรือเปล่า.,1
