text,class,text_clean
นัดหน้าก็แพ้อีก แช่งเลย แล้วก็ช่วยซื้อกลางกะหลังเข้ามาเพิ่มหน่อยเหอะ ชิบหาย,0,นัดหน้า ก็ แพ้ อีก   แช่ง เลย   แล้ว ก็ ช่วย ซื้อกลางกะ หลัง เข้า มา เพิ่ม หน่อย เหอะ   ชิบหาย
เป็นเหี้ยไรมากมั้ยอ่ะ ว่าจะไม่หัวร้อน ว่าจะอยู่เฉยๆละ,0,เป็น เหี้ย ไร มาก มั้ย อ่ะ   ว่า จะ ไม่ หัวร้อน   ว่า จะ อยู่ เฉยๆ ละ
ละยังแช่งคนจัดตารางเรียนทุกวันแหละ มึงให้กูเรียนเช้า แล้วพักอีกสามสี่ชม ค่อยเรียนต่อบ่ายสาม เพื่ออ ปล่อยกูกลับบ้านเร็วๆไม่ด้ายยยย,0,ละ ยัง แช่งคน จัด ตารางเรียน ทุกวัน แหละ   มึง ให้ กู เรียนเช้า   แล้ว พัก อีก สามสี่ชม   ค่อย เรียน ต่อ บ่ายสาม   เพื่อ อ   ปล่อย กู กลับ บ้าน เร็วๆ ไม่ ด้ายยยย
แฟนคลับประเภทไหนกันนะ ที่แช่งงานของเมนตัวเอง,0,แฟนคลับประเภท ไหน กันนะ   ที่ แช่งงาน ของ เมนตัว เอง
เกลียดการมีคลาสเช้า แง แช่งนร แคนเซิ่ลให้หมด,0,เกลียด การ มี คลาสเช้า   แง   แช่งนร   แคนเซิ่ล ให้ หมด
ปวดหัว แบบมึนๆ ทั้งวันเลยอ้ะ ความนอนไม่พอ  จะสาปแช่ง​แก ไอ้ร้านบาร์เวงงง,0,ปวดหัว   แบบ มึน ๆ   ทั้ง วัน เลย อ้ะ   ความ นอน ไม่ พอ    จะ สาปแช่ง​ แก   ไอ้ร้านบาร์เวงงง
แช่งชาวบ้านมากไม่ได้ตัวกูจะนกเอง,0,แช่ง ชาว บ้าน มาก ไม่ ได้ ตัว กู จะ นก เอง
เบื่อความแช่งไม่ขึ้นนี้เหลือเกินค่ะคุณพี่,0,เบื่อ ความ แช่ง ไม่ ขึ้น นี้ เหลือเกิน ค่ะ คุณ พี่
ที่ไฟดับวันนี้เพื่อนต้องแช่งกูแน่ๆที่เบี้ยวนัด,0,ที่ ไฟดับ วันนี้ เพื่อ น ต้อง แช่ง กู แน่ ๆ ที่ เบี้ยวนัด
ก็พูดได้ เพราะอะไร เพราะมึงคือคนที่สาปแช่งให้ผลงานแจ้งเกิดเค้าล่มจมไง,1,ก็ พูด ได้   เพราะ อะไร   เพราะ มึง คือ คน ที่ สาปแช่ง ให้ ผล งานแจ้ง เกิด เค้าล่มจม ไง
อยากสาปแช่งให้อีพวกผู้ใหญ่ที่มันชอบเอาเปรียบเด็กให้มันตายๆไวๆเหี้ยพอเห็นเป็นเด็กก็เอาเปรียบพวกนรก,1,อยาก สาปแช่ง ให้ อี พวก ผู้ ใหญ่ ที่ มัน ชอบ เอา เปรียบเด็ก ให้ มัน ตาย ๆ ไว ๆ เหี้ยพอ เห็น เป็น เด็ก ก็ เอา เปรียบ พวก นรก
แช่งอีเพื่อนบ้านผู้น่ารำคาญต่อ,1,แช่ง อี เพื่อ นบ้าน ผู้ น่า รำคาญ ต่อ
กูนั่งทำตัวไร้ประโยชน์มา 5 ชม เปลืองเวลาชิบหาย สัส,0,กู นั่งทำตัวไร้ประโยชน์ มา   5   ชม   เปลืองเวลาชิบหาย   สัส
สัส ความกวนตีนนี้มีตั้งแต่สมัยนั้นเลยหรอ,0,สัส   ความ กวนตีน นี้ มี ตั้งแต่ สมัยนั้น เลย หรอ
ควยยย ใครเขียนโครง เขียนปิดโดยอาจารย์มาเพื่อ ตอบกู สัส,0,ควยยย   ใคร เขียน โครง   เขียน ปิด โดย อาจารย์ มา เพื่อ   ตอบ กู   สัส
สัส   จะอ้วกแต่อ้วกไม่ออกพะอืดพะอมอยู่นั่นะรำคาญไอ้เหี้ยจะอ้วกก็อ้วกสักทีสิวะกู   ปวดหัววนอ้วกโว้ยยยย,0,สัส     จะ อ้วก แต่ อ้วก ไม่ ออก พะอืดพะอม อยู่ นั่นะรำคาญไอ้เหี้ย จะ อ้วก ก็ อ้วกสัก ที สิวะ กู     ปวดหัววนอ้วกโว้ยยยย
เคลียร์เครื่องเจอรูปเก่าๆสัส น้ำตาไหลเหมือนจะตาย,0,เคลียร์เครื่องเจอรูปเก่า ๆ สัส   น้ำตาไหลเหมือน จะ ตาย
กูจะสาปแช่งเมียน้อยทั้งโลก,0,กู จะ สาปแช่งเมีย น้อย ทั้ง โลก
จะแช่งให้มึงไม่มีเงินจะแดก,0,จะ แช่ง ให้ มึง ไม่ มี เงิน จะ แดก
กูขอสาปแช่งแม่ต่างด้าวอ่ะจริงๆ อย่ามาให้กูเห็นที่งานมีตนะเว้ย5555555555555,1,กู ขอ สาปแช่งแม่ ต่าง ด้าวอ่ะ จริงๆ   อย่า มา ให้ กู เห็น ที่ งาน มี ต นะ เว้ย 5555555555555
สิ่งที่ไม่ชอบคือการแช่งคนอื่น เราเลิกแช่งนานแล้ว อวยพรขอให้อยู่นานๆ,0,สิ่ง ที่ ไม่ ชอบ คือ การ แช่งคน อื่น   เรา เลิกแช่ง นาน แล้ว   อวยพรขอ ให้ อยู่ นานๆ
เบียร์ห้าป๋องกูก็อ้วกใส่แปรงผักแล้วค่ะ สัส,0,เบียร์ห้าป๋อง กู ก็ อ้วกใส่แปรงผัก แล้ว ค่ะ   สัส
ผมร่วงไม่เกรงใจสรรพคุณยาสระผมกูเลย สัส,0,ผมร่วง ไม่ เกรงใจสรรพ คุณ ยาสระผม กู เลย   สัส
มึงเข้าใจอารมณ์คนจะวางโทรศัพท์แล้วไปอาบน้ำ แต่พออยู่ดีดีทามไลน์เด้งขึ้นมามีเรื่องเผือกปะ สัส บันเทิง 5555,0,มึง เข้าใจ อารมณ์คน จะ วางโทรศัพท์ แล้ว ไป อาบน้ำ   แต่ พอ อยู่ ดีดีทามไลน์เด้ง ขึ้น มา มี เรื่องเผือกปะ   สัส   บันเทิง   5555
กูงง บอกกูอยากได้สาระ กูก็จัดให้ กูสายเต๊าะ ปต่ค รู้วิชาการก็มี อย่าแซะกู สัส,0,กู งง   บอก กู อยาก ได้ สาระ   กู ก็ จัดให้   กู สายเต๊าะ   ปต่ค   รู้วิชา การ ก็ มี   อย่าแซะ กู   สัส
ไม่ชอบอะไรที่มันไม่เจริญก้าวหน้าเลย สัส,0,ไม่ ชอบ อะไร ที่ มัน ไม่ เจริญก้าวหน้า เลย   สัส
กล้วยปิ้งกูยังเคี้ยวไม่ได้เลยอ้ะ สัส เคี้ยวทีกระทบไปในหู ปวดหู,0,กล้วยปิ้ง กู ยัง เคี้ยว ไม่ ได้ เลย อ้ะ   สัส   เคี้ยว ที กระทบ ไป ใน หู   ปวดหู
ลองแตกดูหน่อยมั้ย ปากมึงอ่ะ สัส,1,ลองแตกดู หน่อย มั้ย   ปาก มึง อ่ะ   สัส
มึงเป็นคนแรกที่ด่ากุแบบนี้แล้วมึงจะเป็นคนเเรกที่กุกัดไม่ปล่อย กุเกิดมายังไม่มีใครมาด่ากุแบบนี้เลย สัส มึงอย่าอยุ่คนเดียวแล้วกัน ไอ้เหี้ยโน้,1,มึง เป็น คน แรก ที่ ด่ากุ แบบ นี้ แล้ว มึง จะ เป็น คนเเรก ที่ กุกัด ไม่ ปล่อย   กุ เกิด มา ยัง ไม่ มี ใคร มา ด่ากุ แบบ นี้ เลย   สัส   มึง อย่าอยุ่คน เดียว แล้วกัน   ไอ้เหี้ยโน้
เกิดชาติหน้าฉันใดจงเป็นสัตว์อยู่ในป่าลึก มีอิสระเสรี  อย่ามาเป็นสัตว์เลี้ยงที่ต้องอยู่ในกรงเลย,0,เกิด ชาติหน้า ฉัน ใดจง เป็น สัตว์ อยู่ ใน ป่าลึก   มี อิสระเสรี    อย่า มา เป็น สัตว์เลี้ยง ที่ ต้อง อยู่ ใน กรง เลย
วันนี้วันพระ  ชาวพุทธทั่วโลกควรละการทำสิ่งชั่ว ทำสิ่งดี ทำใจให้เป็นปกติสุข แผ่เมตตาให้ทุกสรรพสัตว์ ,0,วันนี้ วัน พระ    ชาว พุทธ ทั่ว โลก ควร ละ การ ทำ สิ่ง ชั่ว   ทำ สิ่ง ดี   ทำใจ ให้ เป็น ปกติสุข   แผ่เมตตา ให้ ทุก สรรพสัตว์  
อยากไปฝึกงานในสวนสัตว์จัง,0,อยาก ไป ฝึกงาน ใน สวนสัตว์ จัง
ไปปลูกสัตว์เลี้ยงพืชดีกว่า,0,ไป ปลูกสัตว์เลี้ยงพืชดี กว่า
เห็นสัตว์ทรมาน คนทรมาน คนแบบน่าสงสารงี้ไม่ได้เลยอ่ะ จะร้องไห้ อ่อนแอเกินไป tt,0,เห็น สัตว์ทร มา น   คนทร มา น   คน แบบ น่า สงสารงี้ ไม่ ได้ เลย อ่ะ   จะ ร้องไห้   อ่อนแอ เกิน ไป   tt
สัตว์สี่ขาขนสีขาว รู้ละ ไม่อยากให้เป็นเขาเลย พูดตรงๆ,0,สัตว์สี่ขาขนสีขาว   รู้ ละ   ไม่ อยาก ให้ เป็น เขา เลย   พูด ตรงๆ
จะเปิดไมค์ด่าก็ขี้เกียจ สัส ดาวลดเลย อิเหี้ยๆ,0,จะ เปิด ไมค์ด่า ก็ ขี้เกียจ   สัส   ดาวลด เลย   อิเหี้ย ๆ
หัวควยครับผม สัส ควยย,0,หัวควย ครับ ผม   สัส   ควยย
จริงๆจะตายไม่ตายก็ไม่ควรไปแช่งมันป่ะ สัตว์มันไม่รุ้อะไร  ถ้ามันจะตายก็อยากให้มันกินอิ่ม ตายอย่างสงบอ่ะ ไม่อยากให้ทุรนทุราย,0,จริงๆ จะ ตาย ไม่ ตาย ก็ ไม่ ควร ไป แช่ง มัน ป่ะ   สัตว์ มัน ไม่ รุ้ อะไร    ถ้า มัน จะ ตาย ก็ อยาก ให้ มัน กินอิ่ม   ตาย อย่าง สงบอ่ะ   ไม่ อยาก ให้ ทุรนทุ ราย
ตลกตัวเองอะ สรุปง่ายๆ สัตว์โลกย่อมเป็นไปตามกรรม 555555,0,ตลกตัว เอง อะ   สรุป ง่ายๆ   สัตว์โลก ย่อม เป็น ไป ตาม กรรม   555555
ม้าลายแวะมาเยี่ยมเธอที่บ้าน และปั่นน้ำเสาวรสมาให้ดื่ม นั่งวาดรูปเล่นด้วยสักพักแล้วค่อยเดินทางกลับสวนสัตว์,0,ม้าลายแวะ มา เยี่ยม เธอ ที่ บ้าน   และ ปั่นน้ำเสาวรส มา ให้ ดื่ม   นั่งวาดรูปเล่น ด้วย สักพัก แล้ว ค่อย เดิน ทาง กลับ สวนสัตว์
ต่อให้โคตรรวย โคตรเก่ง ก็ ไร้ค่า ถ้าขาดน้ำใจ และดูถูกคนอื่น มันก็แค่สัตว์เศรษฐกิจอีกตัวนึงในสังคมเท่านั้นเอง,0,ต่อ ให้ โคตรรวย   โคตรเก่ง   ก็   ไร้ค่า   ถ้า ขาด น้ำใจ   และ ดู ถูก คน อื่น   มัน ก็แค่ สัตว์เศรษฐกิจ อีก ตัวนึง ใน สังคม เท่านั้น เอง
ชอบตอนกุกได้ยินเสียงแมวและแบบรีบผงกหัวขึ้นมาดูอ่ะแบบงื้ออออผู้ชายรักสัตว์,0,ชอบตอนกุก ได้ ยิน เสีย งแมว และ แบบ รีบผงกหัว ขึ้น มา ดูอ่ะ แบบ งื้ออออ ผู้ ชายรักสัตว์
ปกติจะไปแบบสัตว์โลก แต่ครั้งนี้เราจะไปแบบสัตว์สังคม,0,ปกติ จะ ไป แบบ สัตว์โลก   แต่ ครั้งนี้ เรา จะ ไป แบบ สัตว์สังคม
ตระเวนไพรให้ความคุ้มครองดูแลสารทุกข์สารสัตว์ในป่าลำห้วยลำคลอง,0,ตระเวนไพร ให้ ความ คุ้มครองดูแลสารทุกข์สารสัตว์ ใน ป่าลำห้วยลำคลอง
การตื่นตีห้าให้อาหารสัตว์ทำงานจนสิบโมงสี่สิบห้าละก็ไปไหนก็ไม่รู้ต่อจนถึงบ่ายสามโมงครึ่งมันไม่ใช่อะ ไม่ใช่จริงๆ,0,การ ตื่นตีห้า ให้ อาหารสัตว์ทำงานจนสิบโมงสี่สิบห้า ละ ก็ ไป ไหน ก็ ไม่ รู้ ต่อ จนถึง บ่ายสามโมงครึ่ง มัน ไม่ใช่ อะ   ไม่ใช่ จริงๆ
เทอดูสัตว์เดียรัจฉานสิ แม่ลูกผสมพันธ์กันแบบไม่มีความละอายเลย แต่มนุษย์ไม่ได้เป็นแบบนั้น มนุษย์มีสติ ควบคุตัวเองและมีความละอาย,0,เทอดูสัตว์เดียรัจฉานสิ   แม่ลูกผสมพันธ์ กัน แบบ ไม่ มี ความ ละ อาย เลย   แต่ มนุษย์ ไม่ ได้ เป็น แบบ นั้น   มนุษย์ มี สติ   ควบคุตัว เอง และ มี ความ ละ อาย
เวลาเขาจัดเทศกาลที่มีสัตว์เลี้ยงขายอ่ะ  กูเป็นโรคอย่างนึงคือ กูสงสารมัน เอร่ออ น้ำตาจิไหล บ้าพ้น 55555555555,0,เวลา เขา จัด เทศกาล ที่ มี สัตว์เลี้ยงขายอ่ะ    กู เป็น โรค อย่าง นึง คือ   กู สงสาร มัน   เอร่ออ   น้ำตาจิไหล   บ้าพ้น   55555555555
อีสัตว์  กัดดีจริง ว่างมากหากระดูกแถะส่ะ,1,อี สัตว์    กัดดี จริง   ว่า ง มาก หาก ระดูกแถะส่ะ
ทำให้ครอบครัวกูต้องเดือดร้อน มึงแม่งไม่หน้าเกิดเป็นคน สัตว์    ไม่ติดว่าเป็นน้องแม่กูน่ะ กูจะสาปแช่งให้แม่งชิบหายวายวอด,1,ทำให้ ครอบครัว กู ต้อง เดือดร้อน   มึง แม่ง ไม่ หน้า เกิด เป็น คน   สัตว์      ไม่ ติด ว่า เป็น น้องแม่ กู น่ะ   กู จะ สาปแช่ง ให้ แม่งชิบหายวายวอด
อต ก็ไม่ต่างจากสัตว์นรกหรอก ต่ำชิบหาย กัดไม่ปล่อยด้วย ศลป ปาระเบิดใส่หน้ามึงหรอทำไมเดือดร้อนจัง,1,อต   ก็ ไม่ ต่าง จาก สัตว์นรกหรอก   ต่ำชิบหาย   กัด ไม่ ปล่อย ด้วย   ศลป   ปาระเบิดใส่หน้า มึง หรอ ทำไม เดือดร้อน จัง
คิดว่าสนุกมากปะ อีคนทำอ่ะ อยากจะสาปแช่งเหลือเกิน เอาเรื่องแบบนี้มาล้อเล่นได้คือต้องเป็นคนไง รึเป็นสัตว์เดรัจฉาน โกรธอ่ะ มากด้วย,1,คิดว่า สนุก มาก ปะ   อี คนทำอ่ะ   อยาก จะ สาปแช่ง เหลือเกิน   เอา เรื่อง แบบ นี้ มา ล้อเล่น ได้ คือ ต้อง เป็น คน ไง   รึ เป็น สัตว์เดรัจฉาน   โกรธอ่ะ   มาก ด้วย
วันนี้ไม่น่ามาสายเลยอีสัด,0,วันนี้ ไม่ น่า มา สาย เลย อี สัด
พักสองชมไปดิ พนศิลป์คำนวณสอบสี่วิชา เห้ออีสัด,0,พักสองชม ไป ดิ   พนศิลป์ คำ นวณสอบสี่วิชา   เห้อ อี สัด
ถ้าเน็ตเหี้ยขนาดนี้ มึงเลิกเป็นเน็ตเถอะ อีสัด,0,ถ้า เน็ตเหี้ยขนาด นี้   มึง เลิก เป็น เน็ต เถอะ   อี สัด
ปกติก็เซ็งกับการเรียนหนังสือนะ แต่เทอมนี้แบบ เซ็งสัด ไม่อยากเรียนเลยอะ,0,ปกติ ก็ เซ็ง กับ การ เรียนหนังสือ นะ   แต่ เทอม นี้ แบบ   เซ็งสัด   ไม่ อยาก เรียน เลย อะ
ตอนรถผ่านน้ำคือกลัวปัดสัดๆ,0,ตอนรถ ผ่าน น้ำ คือ กลัวปัดสัด ๆ
ปวดฟันสัดๆ ปวดแบบอิเหี้ยยยยยยย,0,ปวดฟันสัด ๆ   ปวด แบบ อิเหี้ยยยยยยย
ไอสัดโหนกแก้มกระแทกประตู,0,ไอสัดโหนกแก้มกระแทกประตู
สอบเสร็จแล้วว้อยยยยยยย รู้สึกโล่งสัดๆ ส่วนคะแนนก็ให้มันเป็นเรื่องของอนาคตไปโนะ,0,สอบ เสร็จแล้ว ว้อยยยยยยย   รู้สึกโล่งสัด ๆ   ส่วน คะ แนน ก็ ให้ มัน เป็น เรื่อง ของ อนาคต ไป โนะ
ดูจบว่าจะทำงาน เวรเถอะ หัวแบล็งก์มาก คิดไรไม่ออก ไปต่อไปถูกเลย เคว้งสัด ทำไมกูอินขนาดนี้,0,ดูจบ ว่า จะ ทำงาน   เวร เถอะ   หัวแบล็งก์ มาก   คิด ไร ไม่ ออก   ไป ต่อ ไป ถูก เลย   เคว้งสัด   ทำไม กู อินขนาด นี้
ก็หมาตัวไหนบอกไม่อยากเล่นฮีน พอกูมาฮีนมึงก็ไม่ปกป้องกูไอ้สัดยังมีหน้ามาด่ากูอีกพวกหน้าหี,1,ก็ ห มา ตัว ไหน บอก ไม่ อยาก เล่นฮีน   พอ กู มา ฮีน มึง ก็ ไม่ ปกป้อง กู ไอ้สัด ยัง มี หน้า มา ด่า กู อีก พวก หน้าหี
เซ็งสัดๆ แค่พูดว่าอยากทำงานร้านกาแฟก็มีคำถามว่าจะจบตรีไปทำไม เอ้า เสือก,1,เซ็งสัด ๆ   แค่ พูด ว่า อยาก ทำงานร้านกาแฟก็มี คำ ถาม ว่า จะ จบตรี ไป ทำไม   เอ้า   เสือก
จะนอนอีสัดแม่ก็นอนเบียดอยู่ได้ชูก้าก็ร้องจังอีเวรใช่เวลาที่กูต้องมานั่งดูดกุ้งในผัดกะเพราะเผ็ดๆตื่นตี4ไหมหนังหีเดะปิ้งแดกแม่งเลยนิ่อีเหี้ย,1,จะ นอน อี สัดแม่ ก็ นอนเบียด อยู่ ได้ ชูก้า ก็ ร้อง จัง อี เวร ใช่ เวลา ที่ กู ต้อง มา นั่งดูดกุ้ง ใน ผัดกะ เพราะ เผ็ด ๆ ตื่นตี 4 ไหมหนังหีเดะปิ้งแดกแม่ง เลย นิ่ อี เหี้ย
บัณฑิตกล่าวถึงผู้มีกายสะอาด   มีวาจาสะอาด   มีใจสะอาด   ไม่มีอาสวะ   ถึงพร้อมด้วยความสะอาดล้างบาปแล้ว ท่านว่าเป็นผู้สะอาด,0,บัณฑิต กล่าว ถึง ผู้ มี กายสะอาด     มี วาจาสะอาด     มี ใจสะอาด     ไม่ มี อาสวะ     ถึง พร้อมด้วย ความ สะอาดล้างบาป แล้ว   ท่าน ว่า เป็น ผู้ สะอาด
เปิดขวดน้ำมันไม่ได้กูโมโหจนตัวสั่น สวะเอ้ย,0,เปิด ขวดน้ำ มัน ไม่ ได้ กู โมโหจนตัวสั่น   สวะเอ้ย
น่าโมโหจังเลย พวกที่ชอบปัดสวะพ้นตัวเนี่ย,0,น่า โมโห จัง เลย   พวกที่ ชอบปัดสวะพ้นตัว เนี่ย
ดีแค่ไหนที่หลุดพ้นจากสวะพวกนั้นมาได้,0,ดี แค่ไหน ที่ หลุดพ้น จาก สวะ พวกนั้น มา ได้
มีแต่สวะขยะความไม่เที่ยงแท้ ดไม่ต้องการอะไรนอกจากที่เคยขอ ดอยากมีชีวิตอยู่อย่างสงบสุขไม่อยากอยู่ในสังคมมายาปั้นหน้าใส่กันไปวันๆ,0,มีแต่ สวะขยะ ความ ไม่ เที่ยง แท้   ด ไม่ ต้อง การ อะไร นอกจากที่ เคย ขอ   ด อยาก มี ชีวิต อยู่ อย่าง สงบสุข ไม่ อยาก อยู่ ใน สังคม มา ยาปั้นหน้าใส่ กัน ไป วัน ๆ
เป็นคำพูด รูปประโยคที่ไม่ชินเลย เคยอะไรแบบนั้นด้วยหรอไรงี้ คิดอะไรอยู่ตอนโพสวะ,0,เป็น คำ พูด   รูปประโยค ที่ ไม่ ชิน เลย   เคย อะไร แบบ นั้น ด้วย หรอ ไร งี้   คิด อะไร อยู่ ตอนโพสวะ
ตอบตรงแล้ว  แต่สวะอย่างมึงมันแถไม่เข้าใจควยไรเลยไงมึงใช้ส้นตีนคิดหรือป่าว  คิดได้เหี้ยตรงมั้ยไอ้สัส,1,ตอบ ตรง แล้ว    แต่ สวะ อย่าง มึง มัน แถ ไม่ เข้าใจ ควย ไร เลย ไง มึง ใช้ ส้นตีน คิด หรือ ป่าว    คิด ได้ เหี้ย ตรง มั้ย ไอ้สัส
ดีแค่ไหนที่หลุดจากเศษสวะอย่างมึงได้,1,ดี แค่ไหน ที่ หลุด จาก เศษสวะ อย่าง มึง ได้
เติบโตมาแบบนี้ ควย แย่ๆ เด็กสวะ,1,เติบ โต มา แบบ นี้   ควย   แย่ ๆ   เด็กสวะ
เหวี่ยงใส่เราไม่มีเหตุผลโตจนไม่รู้จะโตยังไงแล้วแต่ทำไมสมองยัง 3 ขวบอะงง คุณไม่ควรมีชีวิตบนโลกนี้เลย เศษสวะของกาแล็กซี่ในซากคนนี่เอง,1,เหวี่ยงใส่ เรา ไม่ มี เหตุผล โต จน ไม่ รู้ จะ โต ยังไง แล้วแต่ ทำไม ส มอง ยัง   3   ขวบอะงง   คุณ ไม่ ควร มี ชีวิตบนโลก นี้ เลย   เศษสวะ ของ กาแล็กซี่ ใน ซากคน นี่เอง
ทำไมลงแร๊งแต่ละทีกูจะต้องมาพบเจอไอ้พวกถ่อยๆด้วยวะ ไอ้น่าเหี้ยสวะ,1,ทำไม ลง แร๊ง แต่ละ ที กู จะ ต้อง มา พบ เจอไอ้ พวก ถ่อย ๆ ด้วย วะ   ไอ้ น่า เหี้ยสวะ
โอ้ยไอ้ฟาย ไอ้คนไม่ดี ไอ้สวะ กูไม่ชอบมึง ชั่วววววววว ประนามมัน ขยี้ม๊านนนนนน,1,โอ้ยไอ้ฟาย   ไอ้คน ไม่ ดี   ไอ้สวะ   กู ไม่ ชอบ มึง   ชั่วววววววว   ประนาม มัน   ขยี้ม๊านนนนนน
ตรรกะอะไรคือคนปัญญาอ่อนวะ,0,ตรรกะ อะไร คือ คนปัญญาอ่อนวะ
ควย แล้วเจอพวกปัญญาอ่อนเล่นโคดแตดหมาเลย,1,ควย   แล้ว เจอ พวก ปัญญาอ่อนเล่นโคดแตดห มา เลย
พอบ่นเหนื่อยปุ้บ ต้องมาแบบ กูเหนื่อยกว่าป้ะ เอ้า กูก็เหนื่อยมั้ย คือมึงต้องเหนื่อยที่สุดเลย ? ปัญญาอ่อน,1,พอ บ่นเหนื่อยปุ้บ   ต้อง มา แบบ   กู เหนื่อย กว่า ป้ะ   เอ้า   กู ก็ เหนื่อย มั้ย   คือ มึง ต้อง เหนื่อย ที่สุด เลย   ?   ปัญญาอ่อน
พอหัวหน้าด้อมโพสว่าก้อป อีลุกหาบเลียตีนก้เชื่อกันใหญ่ ปัญญาอ่อนยกด้อมจริงๆค่ะ ปลายผิดหวังฝุดๆ,1,พอ หัวหน้าด้อมโพส ว่า ก้อป   อี ลุกหาบเลียตีนก้ เชื่อ กัน ใหญ่   ปัญญาอ่อนยกด้อม จริงๆ ค่ะ   ปลาย ผิด หวังฝุด ๆ
ปัญญาอ่อนมากจนแบบ เหมือนอคติขึ้นสมองอะ สงสารคนในด้อมเค้านะ จะโดนมองว่าปัญญาอ่อนกันหมดเพราะทวีตของคนนี้คนเดียว แอบขำ ,1,ปัญญาอ่อน มาก จน แบบ   เหมือนอคติ ขึ้น ส มอง อะ   สงสารคน ใน ด้อมเค้า นะ   จะ โดน มองว่า ปัญญาอ่อน กัน หมด เพราะ ทวีต ของ คน นี้ คน เดียว   แอบขำ  
"""สวะสังคม"" เค้นเสียงหัวเราะก่อนจะแบกกระเป๋าสีดำใบใหญ่เดินออกไปหาเหยื่อระบายอารมณ์",0,"""สวะสังคม""   เค้น เสีย งหัวเราะ ก่อน จะ แบกกระเป๋าสีดำใบ ใหญ่ เดิน ออก ไป หาเหยื่อระบายอารมณ์"
มึงไปด่าเขาทำไง มีสิทอะไรไปไล่เขา พ่อก้ไม่ใชแม่ก้ไม่ใช่ คนแบบมึงที่ควรออกไปน่ะ ถุยยย สวะ,1,มึง ไป ด่า เขา ทำ ไง   มี สิท อะไร ไป ไล่ เขา   พ่อก้ ไม่ ใชแม่ก้ ไม่ใช่   คน แบบ มึง ที่ ควร ออก ไป น่ะ   ถุยยย   สวะ
ไร้สาระปัญญาอ่อนจริง พอเข้าใจแล้ว มองดูแล้วหัวเราะดีกว่า เชิญพวกนางย่ำอยู่กับที่ต่อไป,1,ไร้สาระปัญญาอ่อน จริง   พอ เข้าใจ แล้ว   มอง ดู แล้ว หัวเราะดี กว่า   เชิญ พวก นาง ย่ำ อยู่ กับ ที่ ต่อ ไป
ควย อยากเลิกก็ไม่ได้อยาก เสือกปากหมาพูด ปัญญาอ่อน สมน้ำหน้า โง่แล้วยังอวดเก่ง,1,ควย   อยาก เลิก ก็ ไม่ ได้ อยาก   เสือกปากห มา พูด   ปัญญาอ่อน   สมน้ำหน้า   โง่ แล้ว ยัง อวดเก่ง
ลูกค้าแบบนี้ก็ปัญญาอ่อนไปมะ,1,ลูกค้า แบบ นี้ ก็ ปัญญาอ่อน ไป มะ
โอ๊ยยยออีพวกปัญญาอ่อน,1,โอ๊ยยยอ อี พวก ปัญญาอ่อน
ขวางกันอยู่ได้ตรงหน้าประตูเป็นบ้าหรอ ? คนอื่นก็รอไปเถอะแถวยาวๆ ปัญญาอ่อน,1,ขวาง กัน อยู่ ได้ ตรง หน้าประตู เป็น บ้าหรอ   ?   คน อื่น ก็ รอ ไป เถอะ แถว ยาว ๆ   ปัญญาอ่อน
อิเพื่อนชั่ว มึงกุเรื่องปัญญาอ่อนขึ้นมาทำไมมมมม๊,1,อิ เพื่อ นชั่ว   มึง กุเรื่องปัญญาอ่อน ขึ้น มา ทำไม มมมม๊
เลิกปัญญาอ่อนสักทีดิ โตบ้าง,1,เลิกปัญญาอ่อนสัก ที ดิ   โต บ้าง
นี่ติดเหาจากเพื่อนตอนช่วงแบบป 1-3อ่ะ ไม่รู้แม่งอะไรนักหนา 555555555555555 ใช้ชีวิตกับใบน้อยหน่า มะกรูด และหวีเสนียด,0,นี่ ติดเหา จาก เพื่อ นตอน ช่วง แบบ ป   1 - 3 อ่ะ   ไม่ รู้แม่ง อะไร นัก หนา   555555555555555   ใช้ ชีวิต กับ ใบ น้อย ห น่า   มะกรูด   และ หวีเสนียด
ปีนี้ลอยกระทงในทะเล ลอยทุกข์ ลอยโศก ลอยโรค ลอยภัย ลอยเสนียดจัญไร,0,ปี นี้ ลอยกระทง ใน ทะเล   ลอยทุกข์   ลอยโศก   ลอยโรค   ลอยภัย   ลอยเสนียดจัญ ไร
พ่อกูก็ไม่ใช่ ทำไมต้องแคร์คำพูดพล่อยๆของมึงอ่ะ เสนียด,1,พ่อ กู ก็ ไม่ใช่   ทำไม ต้อง แคร์ คำ พูด พล่อย ๆ ของ มึง อ่ะ   เสนียด
อย่ามาให้เหตุผลปัญญาอ่อนๆว่าก็เป็นแบบนี้ได้แล้ว รำคาญ ข้ออ้าง,0,อย่า มา ให้ เหตุผล ปัญญาอ่อน ๆ ว่า ก็ เป็น แบบ นี้ ได้ แล้ว   รำคาญ   ข้ออ้าง
ด่าว่าปัญญาอ่อนได้มั้ยอะ  เด็กมันแค่นั้น,0,ด่า ว่า ปัญญาอ่อน ได้ มั้ย อะ    เด็ก มัน แค่นั้น
ปัญญาอ่อนกันไปหมดละ เฮ้อ,0,ปัญญาอ่อน กัน ไป หมด ละ   เฮ้อ
เกลียดพวกเสนียด55555555,0,เกลียด พวก เสนียด 55555555
อะไรที่เป็นเสนียดก็ลบไปเถอะ,0,อะไร ที่ เป็น เสนียด ก็ ลบ ไป เถอะ
