,Tweet
455,"เปิดสถานะ กยศ. ล่าสุด มียอดหนี้เท่าไหร่ ลูกหนี้กี่คน ล้างหนี้ได้ไหม
"
456,เรื่องล้างหนี้กยศวัดใจคนไทยอยู่นะ ที่สุดของการอยู่อย่างทาส
457,@sasunaru5 คิดในอีกมุมนึง การทำรัฐสวัสดิการคือการเฉลี่ยทุกข์ เฉลี่ยสุขกันค่ะ รุ่นเราไม่มีโครงการเรียนฟรีอุดมศึกษา ไม่มีโครงการล้างหนี้กยศ. แต่ถ้าคนรุ่นใหม่มีสวัสดิการนี้ เราจะไม่ขัดขวางเลยค่ะ เรายินดีด้วยซ้ำที่เค้าไม่ต้องลำบากแบบรุ่นเรา นี่คือการพัฒนาของประเทศไปในทางที่ดีนะคะ
458,@sasunaru5 สำหรับเรา การสร้างความเท่าเทียม คือสิทธิและศักดิศรีความเป็นคนที่เท่าเทียมกันนะคะ ไม่ได้หมายความว่าคุณต้องมีทุกๆอย่างเหมือนกัน การล้างหนี้กยศ.เพื่อสร้างความเท่าเทียม อาจจะมีคนได้ประโยชน์มาก ได้ประโยชน์น้อย หรือเสียผลประโยชน์ (เช่นชนชั้นนำ) ไปบ้าง เราอยากให้เรามี empathy กันค่ะ
459,@khwan_thara เข้าใจในเรื่องของการศึกษามันไม่ควรเป็นหนี้ แต่เรายังมองว่าคนที่ไม่ได้กู้เงินกับ กยศ นั้นไม่เป็นหนี้เพื่อการศึกษา แต่เรามองว่าในเมื่อกู้ไปแล้ว ณ บริบทนี้ก็ควรใช้หนี้เพราะถ้าล้างหนี้ก็เท่ากับว่ามีแค่กลุ่มคนที่กู้ กยศ เท่านั้นที่ได้เรียนฟรีในปัจจุบัน แล้วคนกลุ่มอื่นล่ะคะ
460,@fluffyfoo_ จุดเริ่มต้นแม่งมาจากทวิตล้างหนี้กยศ. 
461,@dog_overload ไม่อย่างนั้นคนที่ได้ล้างหนี้ กยศ ก็ถือเป็นคนกลุ่มเดียวที่สามารถเรียนฟรีย้อนหลังได้ในขณะที่คนกลุ่มอื่นหรือคนที่เค้าจ่ายหนี้หมดแลเวได้รับอย่างนั้นเหรอคะ คุณบอกอยากให้เท่าเทียมแต่สิ่งที่คุณสื่อออกมามันไม่ได้สื่อถึงความเท่าเทียม ณ ปัจจุบันเลยนะคะ
462,@sasunaru5 เรามองว่าไม่ควรมีใครต้องเป็นหนี้เพราะการศึกษาค่ะ การล้างหนี้กยศกับเรื่องเรียนฟรีคือเรื่องเดียวกันค่ะ แต่มันต้องคงถกกันอีกยาว คนบางกลุ่มที่ได้ประโยชน์ก็คือคนด้อยโอกาสทางการศึกษาไม่มีเงินจนต้องกู้ยืม ดังนั้นการเอาภาษีมาอุ้มกลุ่มคนนี้มันคือหลักของรัฐสวัสดิการเลยค่ะ
463,"แต่นอกจากดราม่าความปสดห่าเหวใดใดขสิ่งหนึ่งที่ได้รู้เพิ่มจากเรื่องล้างหนี้กยศคือหลายประเทศแถบสแกนดิมีรัฐสวิสดิการหลังสงครามโลกบางประเทศจนกว่าไทยอีก 
คือเอาจริงไทยมันไม่ได้จนหรือแย่ไรเลยถ้าดูจากทรัพยากรเราแม่งควรจะเป็นเบอร์ต้นของเอเชียเลยอะแซงญี่ปุ่นเกาหลีไม่ใช่เรื่องยากเลย"
464,ทำไมถึงคิดไม่ได้ว่าการยกเลิกหนี้กับการเรียนฟรีมันคนละประเด็น เพื่อนกุกู้กยศเอาเงินไปแดกเหล้าด้วยซ้ำนึกออกป่ะแล้วกุที่กูเพราะบ้านจนจริงๆเสือกไม่ได้อะต้องล้างหนี้ให้คนแบบนั้นจริงๆหรอ
465,@khwan_thara @kaixxkm ถ้าคุณเรียกร้องเพื่อให้เกิดการเท่าเทียมกะนทางการศึกษานั่นแปลว่าทางเลือกอื่นๆก็ควรได้รับการเยียวยาแบบเดียวกันด้วยเหมือนกัน และคนที่จ่ายค่าเทอมเองก็ควรได้รับความเท่าเทียมจากส่วนนั้นเหมือนกัน เราก็อยากถามกลับไปคำถามเดิม การล้างหนี้ กยศ นี้มีมาเพื่อคนกลุ่มไหนคะ
466,แต่ไอล้างหนี้กยศ.อ่ะดูเป็นเรื่องที่ไกลมากๆอ่ะ มองสภาพประเทศแล้วเอาเงินล้างหนี้ไปทำโครงสร้างพื้นฐาน การขนส่งตจว.ให้ดีกว่านี้ดีกว่าอ่ะ มันเหมือนเป็นเรื่องส่วนตัวมากกว่า แต่เรื่องเรียนฟรีนี่เห็นด้วยนะ ระดับพื้นฐานตอนนี้อยู่ที่ม.6แล้วอ่ะ ควรเริ่มให้เรียนฟรีได้ละ
467,กูไม่ได้กู้ กยศ. กูไม่ได้จ่ายเหี้ยอะไรทั้งนั้น กูแค่สนใจเรื่องล้างหนี้ กยศ. เฉยๆอีควาย
468,ตอนคุณไม่มีเงินเรียน คุณได้รับโอกาสจากเงินกู้กยศ. พอคุณเรียนจบตั้งตัวได้ คุณก็ควรใช้คืน#ล้างหนี้กยศ
469,@Tsmidahn @NickyIndy_94 @bergerkills เเล้วจะให้ทำยังไงครับ อดีตที่ผ่านมามันผิดพลาด อนาคตต้องเเก้ไขให้มันดีขึ้น เเต่การที่จะหักดิบล้างหนี้กยศมันก็ไม่ถูกครับ
470,"ความคิดโลด
มันเป็นความผิดของ รบ. เว้ยเฮ้ย ที่ไม่มีแผนพัฒนา เศรษฐกิจให้มันดีขึ้น จนคนไม่สามารถหาเงินมาใช้หนี้ กยศได้ ภายใน 20ปี ต้องล้างหนี้ให้เลย
สวดยอดมาก....มึงเอาหัวอะไรคิดวะ "
471,@ReyloFans ต้นทวีต คือ ไม่ได้สนับสนุนให้มีการล้างหนี้กยศนะ เพราะมันไม่แฟร์กับคนที่หาเงินเรียนเอง คนที่จ่ายหนี้ครบ หรือ คนที่ใช้เงินจากทางบ้าน แต่สนับสนุนให้เกิดนโยบายเรียนฟรีต้องฟรีจริงในสถาบันรัฐ หรือ รัฐอุดหนุน ซึ่งนี่เป็นสิ่งพื้นฐานที่ทุกคนได้รับ
472,ไม่รู้ดิ เราแค่รู้สึกไม่เห็นด้วยกับการล้างหนี้กยศ งบประมาณควรเอาไปลงกับการศึกษาขั้นพื้นฐานมากกว่า เอาที่นักเรียนประถมมัธยมไม่ต้องจ่ายเงินจริงๆก่อน แบบไม่ใช่แค่เปลี่ยนชื่อจากค่าเทอมเป็นค่าบำรุงการศึกษาอะ ตอนนี้มีเด็กหลุดจากระบบการศึกษาต่อปีเยอะมากขึ้นทุกปี
473,ถ้าจะเรียนฟรีก็เริ่มต้นรุ่นต่อไปที่ไม่กู้ยืมกยศสิ คนที่กู้ก่อนหน้านั้นก็ใช้หนี้ไป เพราะทุกคนจะได้เท่าเทียม เพราะคนที่ยืมไปแล้วได้ล้างหนี้แล้วคนที่ไม่ได้ยืมจะมีความเท่าเทียมได้ไง 
474,ในตอนนี้ยังไม่สามารถเห็นด้วยกับล้างหนี้กยศ.ได้อะ มันยังมีหลายมุมละเอียดอ่อน แต่ในระหว่างกำลังตกผลึกและรอสวัสดิการเรียนฟรีก็สนับสนุนให้ผ่อนปรน ลดดอกเบี้ย ในเศรษฐกิจแบบนี้นะ
475,"@temporalpincerr ไม่แน่ใจค่ะเพราะอันนี้มันเพิ่มทุนแล้วก็ไม่มีระดับปริญญาตรีในรายละเอียด ส่วนเท่าที่เขาเคยแจ้ง เหมือนจะมี ล้างหนี้กยศ,เรียนฟรีต้องฟรีจริง,เรียนฟรีถ้วนหน้า และ เรียนฟรีมีเงินเดือน น่าจะทำแคมเปญแยกกันหมดเลยค่ะ"
476,@Petae_Lynch ได้กำไร 2 เด้ง เพราะล้างหนี้ กยศ
477,@bosszister เรากู้ค่ะ ผ่อนจบหมดแล้ว ตรรกกะวิบัติมากอีพวกล้างหนี้กยศ. มันคือความรับผิดชอบค่ะ หนี้แค่นี้ยังไม่มีปัญญาจ่าย ต่อไปซื้อบ้านซื้อรถ บัตรเครดิต จะรับผิดชอบไหวไหม
478,นี่ว่าที่คนออกมาต้านเยอะๆ เพราะเค้าดันเห็นว่าบางคนเอาเงินกยศ ไปทำอย่างอื่นที่แบบดูฟุ่มเฟือยไง คือคนที่ลำบากจริงอะมีแน่ แต่คนที่ต่อต้านมองไม่เห็นภาพว่าล้างหนี้ปุ้ปแล้วประเทศเดินต่อยังไง คือส่วนตัวไม่ได้กวนนะ แต่อยากให้ชี้แนวความคิดมาเลยว่าจะแก้ปัญหาความเหลื่อมล้ำทางการศึกษายังไง
479,จะล้างหนี้ กยศ. อะไรเอาไว้ทีหลัง ส่วนตัวอยากให้เสนอแนวคิดมาก่อนว่า ทำยังไงคนถึงจะเข้าถึงเรียนฟรีจริงๆ (ย้ำว่าจริงๆ) ยังมองภาพไม่ออกเลยว่า บอกล้างหนี้ ละคนถัดไปเรียนฟรีเลย มันจะต้องมีปัญหาเชิงโครงสร้างอื่นๆ เช่น ไม่มีค่าเดินทาง ค่าข้าว แก้ปัญหาให้ทุกสถาบันมาตรฐานเดียวกันก่อน
480,อันนี้เห็นด้วยมากๆ แทนที่เราจะให้การศึกษาฟรีตั้งแต่อนุบาล-มัธยม เพื่อให้ทุกคนได้เข้าถึงการศึกษา ร่วมกับพัฒนาให้มันดีขึ้น ส่วนมหาลัยเป็นทางเลือก พร้อมเมื่อไหร่เรียนเมื่อนั้น ไม่จำกัดอายุ หรือมีการกู้ยืมแบบกยศ. ไม่ใช่จะรณรงค์ล้างหนี้เงินกู้ ไม่ใช้หนี้ ถามว่าปท.จะได้อะไรจากคนแบบนี้ 
481,"กยศ. ชี้แจงปมล้างหนี้กยศ. หลังเป็นประเด็นร้อน พร้อมย้ำ การยกเลิกหนี้ กยศ. ไม่ใช่ทางออกปัญหา ส่งผลกระทบต่องบประมาณแผ่นดิน ยังส่งผลต่อบรรทัดฐานของสังคมด้านความซื่อสัตย์สุจริต ความรับผิดชอบและวินัยทางการเงินของคนรุ่นใหม่ 

#ข่าวช่อง8 #ข่าวออนไลน์ช่อง8
#กยศ #หนี้ #งบประมาณ #ล้างหนี้ "
482,เรื่องล้างหนี้กยศทำให้ตอนนี้รู้สึกภูมิใจที่จ่ายคืนครบหมดทุกบาทซึ่งแต่ก่อนก็เฉยๆอะคิดว่ามันเป็นหน้าที่คือยืมมาก็ต้องจ่ายอยู่แล้ว
483,"@myttium ล้าง...
หนี้...
กยศ!!!!! "
484,@Minchunkiss จริง จากใจคนเป็นหนี้ กยศ ที่ยังจ่ายไม่หมด แต่สติดีอยู่ ก็ไม่เห็นด้วยนะที่จะมารวมตัวกันประท้วงล้างหนี้ มันปัญหาอ่อนป่าว เป็นหนี้ก็ต้องชดใช้ค่ะ กู้เรียนมาแล้วปัญหาชนค่ะ อย่าหัวหมอ จะผลักดันเรียนฟรีอันนี้เห็นด้วย คนละเรื่องกับล้างหนี้ กยศ
485,อ่านเรื่องล้างหนี้กยศแล้วก็งง สิ่งที่ควรทำคือทำให้มันเรียนฟรีจริงๆตั้งแต่แรกหรือเปล่า เด็กจะได้ไม่ต้องไปกู้
486,@RedSkullxxx ล้างหนี้.คือการที่รบ.เป็นผู้ชดใช้หนี้พร้อมดอกเบี้ยทั้งหมดที่น.ศ.บางส่วนกู้ไปคืนให้กับกยศ.ไปแล้วก็ยุบกยศ.ทิ้งและให้รบ.ประกาศนโยบายเรียนฟรีจนถึงป.ตรีไปเลยใช่มั้ย?(แทนที่จะเดินเรื่องทำยังไงจะแก้ไขระเบียบหลักเกณฑ์อะไรบางอย่างของกยศ.ที่จะทำให้น.ศ.ทุกคนสามารถกู้ยืมได้ทั่วถึงกันดันไม่ทำ
487,ความเห็นสั้น​ ๆ​ เรื่องล้างหนี้​ กยศ.​ ถ้ามีนโยบายเรียนฟรีกับ​/หรือกับเงินเดือนระหว่างให้เปล่่าเรียนจริงกับทุกคนก็ควรล้างหนี้​ กยศ.​ ที่เหลืออยู่​ให้ทุกคน​ ฉันไม่เคยกู้​ ลำบากตอน​เรียน​ เห็นคนเอาเงิน​ กยศ.​ แต่ไม่ได้จนจริง​ แต่ฉันอยากให้การศึกษามันฟรี​ มันพัฒนาคน​ พัฒนาชาติได้
488,งงล้างหนี้กยศ มันเกี่ยวกับเรียนฟรียังไงอ่ะ เป็นหนี้ก็ต้องใช้ป่าว ส่วนการศึกษาต้องได้เรียนฟรีมันไม่ได้ขึ้นอยู่กับกู้กยศนี่ คนกู้คือคนที่ใช้เงินไปแล้วเรียนจบแล้ว จะมายุติธรรมยังไงกับคนเจนใหม่ ถ้าจะยุติธรรมจริงก็ตัดการกู้เรียน ให้เรียนฟรีไปเลย แต่คนเป็นหนี้ก็ต้องใช้ให้หมดนะเราว่า
489,จะทัวร์ลง อ.วิโรจน์ กะ อ.พิช ไหมเรื่องรัฐสวัสดิการกับล้างหนี้ กยศ. แต่ฉันเห็นตรงกับพวกแกนะ เพราะเป็นสิ่งที่สงสัยและคนเสนอไม่เคยจะพูดถึงเลยด้วย ทั้งๆ ที่เป็นภาพพพพพพพใหญ่มากๆๆๆๆ มองข้ามกันไปได้ไงก่อน  
490,หนี้ที่เกิดจากการศึกษาไม่ใช่แค่การกู้กยศ.อย่างเดียว นี่เห็นด้วยกับการเรียนฟรีนะมันก็เพื่อลูกหลานในประเทศของเราแต่ตอนนี้การล้างหนี้กยศ.ส่วนตัวไม่ได้เห็นด้วยสักเท่าไหร่ คนทั้งประเทศที่เป็นหนี้จากการเข้าถึงการศึกษาแต่ไม่ได้กู้กยศก็เยอะ มันก็ต้องมาถกกันนั่นแหละถูกแล้วว่าจะยังไง
491,ล้างหนี้กยศแล้วยังไงต่อ ละกยศจะเอาเงินจากไหนให้รุ่นต่อไป งง
492,#ล้างหนี้กยศ ใดใดคือ ไม่เห็นด้วยกับล้างหนี้ กยศ เพื่อนที่ไม่ได้กู้เขาก็จ่ายค่าเทอมอะ เรากู้เรียนก็ต้องใช้ปะ แต่หลักๆ คือ กยศ มันห่วย ยื่น #ปรับโครงสร้างหนี้กยศ ไปเป็นปีละ เรื่องไม่เดิน โควิดที่ผ่านมา ไม่มีมาตรการช่วยเหลือ
493,เพื่อนที่แชร์สนับสนุนล้างหนี้กยศ.ก็คือคนที่ได้กู้กยศ.ทั้งหมด แต่ส่วนใหญ่จัดฟันใช้ไอโฟน13 บางคนมีเงินไปผ่าตัดขากรรไกร(เสริมความงาม)เกือบแสน บางคนมีแมคบุ๊ค ไปกินเหล้าปาร์ตี้สัปดาห์ละ2-3ครั้ง ส่วนเพื่อนที่ก็กู้เหมือนกันแต่ทำงานหัวเป็นเกลียวตัวเป็นน็อตก็ไม่เห็นด้วยกับการยกหนี้
494,"เอาจริงล้างหนี้กยศ.อะ ก็ดีนะ
แต่มันต้องพิสูจน์ได้จริงๆอะว่าเขาจำเป็นต้องกู้จริงๆ
หรือถ้าพิสูจน์ไมาได้ก็ปรับเรียนฟรีไปเลยมั้ย ยินดีจ่ายภาษีถ้ามันทำให้คนได้เรียนกันเพิ่มมากขึ้นอะ"
495,เมื่อไหร่เรื่องล้างหนี้ กยศ. จะจบ กูทนเห็นคนที่เคยคิดว่าฉลาดใช้ชีวิต กลายเป็นคนโง่เพราะไปถือหางอีพวกเห็นแก่ตัวไม่ไหวแล้ว
496,"ผู้จัดการ กยศ. ยันไม่ล้างหนี้ แจงกระทบงบประมาณแผ่นดิน

#เรื่องเด่นเย็นนี้
#3PlusNews
#ข่าวช่อง3

"
497,กยศ. ชี้แจงประเด็นที่มีข้อโต้แย้งในสื่อสังคมออนไลน์ เสนอล้างหนี้ กยศ. กระทบคนรุ่นใหม่ไม่ได้รับโอกาสทางการศึกษา 
498,@cumkom ไม่ได้กู้ กยศ แต่กู้สร้างบ้าน ช่วยล้างหนี้ให้ด้วยน้า...จะได้มีบ้านแบบไม่เหลื่อมล้ำ เสมอภาค 
499,"@monstrous_cher สวีเดนเรียนฟรีจริง แต่มีกยศเหมือนไทย คือยืมมาใช้จ่ายระหว่างเรียน จบแล้วมีงานทำต้องใช้คืน เหมือนกัน
สองอย่างนี้ต้องแยกแยะให้ชัดเจน เรียกร้องเรียนฟรีได้ แต่ยกเลิก/ล้างหนี้ อันนี้คนละเรื่องกัน"
500,การล้างหนี้กยศ.ไม่เห็นด้วยนะ เป็นหนี้ก็ต้องใช้ถึงแม้ว่ามันไม่สมควรที่จะเป็นหนี้เรื่องการศึกษาก็ตาม คนค้ำประกันหลายคนก็เดือดร้อนเพราะต้องรับผิดชอบแทนลูกหนี้ บางคนชำระหนี้แทนลูกหนี้จนหมดแล้วต้องยังไงต่อ หลายคนต้องขายทรัพย์สินเพื่อใช้หนี้แทนลูกหนี้ไปแล้วจะเยียวยายังไง
501,ไหนๆก็มีล้างหนี้กยศแล้ว เพื่อความเท่าเทียมต้องล้างหนี้บัตรเครดิตด้วย  #ล้างหนี้กยศ
502,ผู้จัดการกองทุนเงินให้กู้ยืมเพื่อการศึกษา (กยศ.) ยืนยันไม่ล้างหนี้ กยศ. ห่วงกระทบงบแผ่นดิน แจงมาตรการผ่อนปรน ลดดอก-ลูกหนี้ชั้นดี หักต้น 5%
503,โครงสร้างประเทศมันทำให้คนก้าวออกจากความยากจนได้ยากอยู่แล้ว คนที่มีความปรารถนาทำงานใช้หนี้คืนกองทุนแต่พอเจอกับสภาวะพึ่งพิงในครอบครัวที่สูง มันก็รับภาระไม่ไหว ต่อให้ไม่เสนอว่าต้องล้างหนี้กยศ.สังคมก็ยังต้องคิดอยู่ดีว่าจะช่วยเหลือคนที่เป็นหนี้จากการศึกษาได้ยังไง
504,สวัสดิการเรียนฟรีขอสนับสนุน แต่ล้างหนี้กยศ อันนี้ไม่เห็นด้วย ชื่อมันก็บอกว่า กู้  ไม่ใช่ทุนฟรี เป็นหนี้ก็ต้องใช้ จะลดดอกเบี้ยยังไงก็ว่ากันไป ไม่ใช่มาเห็นแก่ตัวแบบนี้ และเงินที่กู้ไปจะได้ส่งต่อให้คนอื่นมีโอกาสต่อไปด้วย และกยศเนี่ย คนลำบากจริงๆไม่ผ่านเยอะมากนะ 
505,เรื่องเรียกร้องล้างหนี้กยศ.นี่ หนูก็ไม่คิดว่าจะเห็นคนว้อแตกกันเบอร์นี้ นึกว่าแก๊งหมวกกันน็อคดำมาเล่นทวิต
506,ล้างหนี้ กยศ ไปแล้ว ล้าง citi bank ให้หน่อยดิ เดือนนี้ ไม่อยากเปิดดูยอดเลย 🥹
507,"@knownothingo @fufufufijgi อะไรคือสิ่งที่ควรทำหรอคะ ระหว่าง
1. สนับสนุนผลักดันเพื่อเด็กรุ่นใหม่ที่เรียนฟรี
2. ล้างหนี้ กยศ. สำหรับคนรุ่นเก่าที่กู้มาเพื่อการศึกษา
และขอถามหน่อยค่ะว่า
สิ่งที่ควรแก้ไขคืออนาคตที่กำลังจะเกิดหรืออดีตที่ผ่านมาแล้ว
สิทธิที่ควรจะได้ กับ หน้าที่ที่ต้องกระทำ มันต่างกันนะคะ"
508,รำคานเรื่องล้างหนี้กยศ พูดแต่จะไม่จ่ายหนี้กยศ ไม่เห็นพูดถึงคนที่ไม่ได้กู้กยศแต่กู้นอกระบบ กู้ธนาคาร หรือไม่กู้มั่ง รีฟันให้เขามั้ยอ่ะ ถ้าบอกว่ามันเป็นสิ่งที่เราควรได้ก็ต้องรีฟันให้ทุกคนเหมือนที่จะล้างหนี้นะพร้อมเงินค่ากินเหมือนกยศ.ด้วยอ่ะ ทำได้มั้ย
509,"เห็นคนเคยทำงานในแวดวงการศึกษามาด้วยกัน แสดงความเห็นเรื่องล้างหนี้กยศ.ประมาณว่า กู้มาแล้วไม่มีปัญญาจ่าย เลยมาสร้างข้อเรียกร้องงอแง

อกหักจัด ๆ การทำงานมันไม่ได้สอนเราหรอว่าการศึกษาเป็น Human Rights 

อย่าทำเหมือนว่าคนเดือนร้อนจริง ๆ ไม่มีอยู่จริง.."
510,ล้างหนี้บ้าบออะไร ได้สวัสดิการเปนหย่อมๆหรอ นี่หรอสังคมที่ต้องการอะ คนรุ่นเดียวกันผปค.หรือตัวเค้าเองทำงานหีขวิดหาเงินเรียน กับเพื่อนที่กู้กยศ.อยู่ๆดีเพื่อนได้เรียนฟรี มึงว่ามันใช่ป้ะ แล้วไม่ใช่ทุกคนจะกู้ได้ กู้มาใช้ทำหีอะไรก้แล้วแต่ก็ต้องใช้คืนค่ะ
511,แล้วพ่อแม่เราต้องหาเงินมาจ่ายภาษีเพื่อที่จะเอาไปให้รัฐใช้ล้างหนี้คนกู้กยศอีกหรอ งงอะกู้แล้วก็คืนเองดิความรับผิดชอบอะ  #ล้างหนี้กยศ
512,"ผลโหวต ล้างหนี้ กยศ. เห็นด้วยหรือไม่
ร่วมแสดงความเห็นกับเราผ่าน 34HD App ได้ที่ 
ผลสำรวจความคิดเห็นของแฟนข่าว รายการข่าวเที่ยงอมรินทร์ วันที่ 19 ส.ค. 65 ผ่าน 34HD App #34HDApp #ข่าวเที่ยงอมรินทร์ "
513,ล้างหนี้ไม่ยุติธรรมกับคนที่กู้ไม่ผ่านและไม่ได้เรียนต่อ เพราะไม่มีตังเรียนอะ กู้กยศง่ายมากมั้ง ใครๆก็กู้ได้มั้ง เนี่ยไม่แฟร์ตรงนี้ ควรยกเลิกดอกเบี้ยกับจิตอาสาและในอนาคตทำเรื่องเรียนฟรีให้เป็นไปได้ ก็ยกเลิกการมีให้กู้ซะ
514,มึงไม่ต้องมาแหกปากอยากเปลี่ยนแปลงประเทศนะ ถ้ายังใจกล้าหน้าด้าน ดันกฎหมายล้างหนี้ กยศ. มันไม่ต่างจากพวกเห็นแก่ตัวที่มองเห็นสิ่งที่ตัวเองได้ประโยชน์ โดยไม่คิดถึงเด็กรุ่นถัดไปที่จะมีเงินมาเติมในกองทุนไหม #กยศ
515,@wirojlak หนี้ กยศ. ถ้าล้างหนี้แล้ว แต่ปล่อยให้มีการกู้ใหม่ นโยบายมันก็ไม่ล้อกันไป คือต้องทำไปด้วยกัน ซึ่งมันจะทำให้ใช้เงินงบประมาณมหาศาลในแต่ละปี อาจจะเริ่มก่อนจากสถาบันการศึกษาของรัฐในบางระดับ ซึ่งถือว่าเป็นสวัสดิการที่รัฐเข้าไปอุดหนุนได้โดยตรง
516,ล้างหนี้กยศทำไมวะ เห็นบางคนกู้มาใช้เล่นๆ จ่ายฟุ่มเฟือยด้วยซ้ำ เหมือนได้ใช้เงินฟรีๆดิงี้
517,"ล้างหนี้เลยเราว่าคนส่วนมากไม่ยอมรับหรอก แต่ถ้าเรียนฟรีถึงป.ตรีสำหรับ gen ถัดๆ ไปคนไม่น่าค้านมาก

ส่วนกยศ.ก็ปรับเงื่อนไขการกู้ให้ง่ายขึ้น ไม่ต้องวิ่งหาขรก.มาค ลูกตาสีตาสากู้ได้ การเริ่มชำระหนี้กำหนดเงินเดือนขั้นตำ่ต่อปีไว้ ถ้าเกินค่อยเริ่มจ่าย first jobber จะได้ลืมตาอ้าปากได้"
518,@Kengkij2 เห็นด้วยเรื่องเรียนฟรี ควรจะริเริ่มใหม่เลย ในเจนต่อไป แต่ไม่เห็นด้วยในส่วนล้าง หนี้ กยศ  เพราะ กยศ มันไม่ใช่แค่ค่าเทอม มันมีในส่วนของค่ากินอยู่ การใช้หนี้ ไม่ใช่จบมาแล้วต้องใช้เลย มันมีระยะเวลาให้อยู่ และมันไม่แฟร์กับคนที่ใช้หนี้ไปหมดแล้วด้วย
519,@devilBuff @RangsimanRome ไม่แปลกหรอกค่ะ เพราะท่านสอสอ เข้าใจและเก่งมาก เพียงเทคนิคการจะล้างหนี้กยศ.ค่ะ
520,@bkksnow อาจารย์มีความเห็นอย่างไรกับการล้างหนี้ กยศ ครับ
521,"แนวคิดล้างหนี้ กยศ. ไม่เกิดหรอก 
ล้างหนี้ กยศ.คนของภาครัฐที่คิดแบบนี้เพื่อ??!!  เสียคนเด้อ อย่าหาทำ

#เรารักลุงตู่ #ลุงตู่อยู่ต่อ #ทีมลุงตู่ "
522,"เรื่องยกหนี้กยศ. นี่บ้งมาก กู้เค้ามาก็ต้องใช้หนี้ดิ จะมาเรียกร้องขอล้างหนี้ได้ไง 
 
แล้วทำไมคนอื่นที่กู้มาแล้วจ่ายหนี้ได้อ่ะ เพื่อนกูพ่อตายแล้วต้องทำงานเป็นเสาหลักของบ่านยังจ่ายหนี้ครบได้เลย"
523,ถ้าล้างหนี้กยศ. แปลว่าทุกคนที่จ่ายไปแล้วต้องได้เงินคืนทุกบาททุกสตางค์ด้วยไหมคะ
524,ไอเหี้ย คนที่มีปัญหากับล้างหนี้กยศ.คือมึงไม่มีหน้าไปด่าสลิ่มที่ไหนแร้วนะคะ ส่องกระจกด่าตัวเองเรย ตามนี้
525,"ฉันสงสัย การล้างหนี้กยศ. มันเกี่ยวกับความเท่าเทียมทางการศึกษาอย่างไร มันคนละเรื่องกันนะ

การศึกษาเท่าเทียม คือต้องทำให้การเรียนมันฟรีจนจบนู้นม่ะ(ซึ่งก้ต้องคิดต่อว่าทำไง)

แต่ที่ยังต้องจ่ายค่าเทอม ละต้องไปกู้เค้ามาเนี่ย ก็ต้องหาเงินมาใช้คืนเนอะ จะยกหนี้เฉยๆได้ไง งง
#ยกเลิกหนี้กยศ"
526,น้องคนนั้นเค้าเห็นทวิตนี้มั้ยนะที่ออกโรงแก้ต่างให้พวกล้างหนี้กยศ.อะ กู้ยืมเพื่อการศึกษาเอามาใช้ผิดประเภทมันควรปรับริบเงินคืนด้วยซ้ำสันดานเสีย 
527,"ล้างหนี้ กยศ ..!

#เลอะเทอะ อาจารย์ มึงมาจากไหน ดาวอังคาร..????

มาอยู่ทำมะสาด ได้ไง ..??? 

ฟังแล้ว  ..  ไร้สาระ จริงๆ"
528,"กระแสการเรียกร้องให้ล้าง “หนี้กยศ.” ขึ้นเทรนด์ทวิตเตอร์ หลังมีการประกาศล่ารายชื่อ 10,000 รายชื่อ เพื่อยื่นแก้ไขกฎหมาย "
529,ถ้ามีการดันเรื่องการเรียนฟรีละเกิดขึ้นจริงนี่ว่าดีมากคนรุ่นหลังจะได้เรียนฟรีซึ่งเอามาเทียบกับการล้างหนี้กยศไม่ได้ปะกยศมันคือเงินกู้ กู้แล้วใช้แล้วก็ต้องคืนดิ หรือถ้าจะบอกว่าใครจะอยากกู้ถ้ามีเงินก็คือขอเถียงจ้าบางคนที่บ้านมีเงินนะแต่ก็ยังกู้เอามาใช้จ่ายอยู่ดี คนจนจริงกู้ไม่ผ่านจ้า 
530,ไม่ค่อยเห็นด้วยกับ #ล้างหนี้กยศ  คือกู้มาแล้วอ่ะบางคนไม่ได้เอาไปใช้เรียนด้วยซ้ำรุ่นพี่ที่รร.เราเอาเงินกยศ.ไปทำศัลยกรรม คนกู้ไม่จนจริงคนจนจริงไม่ได้กู้ เห็นด้วยกับการเรียนฟรีนะแต่ล้างหนี้คือคุณกู้เองใช้เองก็ต้องเสียเองเพราะเป็นประโยชน์ส่วนตนไม่ใช่ส่วนรวม
531,"ไม่เคยกู้กยศ. แต่ก็ล้างหนี้ไปให้หมดเพื่ออนาคตไม่ดีกว่าเหรอวะ?

หรือจะต้องวนเวียนซ้ำๆ เดิมๆ?

แล้วไหนเรียนฟรี? "
532,คือรู้สึกผิดเลย ในฐานะคนที่จ่ายหนี้กยศ.ที่ไม่เห็นด้วยกับการล้างหนี้ แต่อยากให้มีเรียนฟรีถึงป.ตรี เราว่าคนที่เขาบ่นทั้งคนที่ใช้หนี้หมดแล้ว หรือคนที่จ่ายค่าเล่าเรียนเองเขาก็มีสิทธิ์จะพูดนะ เขาไม่ได้ขวาง แต่เขารู้สึกว่าแล้วเขาล่ะ เขาไม่ใช่ประชาชนคนหนึ่งเหรอ 
